employee_id,month,total_monthly_active_hours,expected_monthly_hours,ai_license_active,ai_queries_made,ai_hours_saved_est
1897,2/1/2025,161.33,168,0,4,0.2
1897,3/1/2025,170.43,168,1,7,0.4
1897,4/1/2025,169.44,168,1,7,0.4
1897,5/1/2025,177,168,1,8,0.4
1897,6/1/2025,173.06,168,1,12,0.6
1897,7/1/2025,183.46,168,1,14,0.7
1897,8/1/2025,161.94,168,1,17,0.8
1897,9/1/2025,184.17000000000002,168,1,17,0.8
1897,10/1/2025,177.42,168,1,13,0.6
1897,11/1/2025,167.16,168,1,23,1.2
1897,12/1/2025,175.71,168,1,24,1.2
1898,1/1/2025,180.66,168,0,3,0.2
1898,2/1/2025,168.54999999999998,168,1,8,0.4
1898,3/1/2025,171.05,168,1,16,0.8
1898,4/1/2025,182.61,168,1,18,0.9
1898,5/1/2025,172.48,168,1,21,1
1898,6/1/2025,165.33,168,1,23,1.2
1898,7/1/2025,187.28,168,1,24,1.2
1898,8/1/2025,176.07,168,1,26,1.3
1898,9/1/2025,174.55,168,1,56,2.8
1898,10/1/2025,191.37,168,1,37,1.8
1898,11/1/2025,171.91,168,1,25,1.2
1898,12/1/2025,172.35,168,1,50,2.5
1899,1/1/2025,178.56,168,0,1,0
1899,2/1/2025,162.48,168,0,3,0.2
1899,3/1/2025,167.25,168,0,5,0.2
1899,4/1/2025,170.92,168,1,6,0.3
1899,5/1/2025,178.95000000000002,168,1,10,0.5
1899,6/1/2025,169.7,168,1,8,0.4
1899,7/1/2025,193.13,168,1,14,0.7
1899,8/1/2025,182.6,168,1,6,0.3
1899,9/1/2025,184.37,168,1,12,0.6
1899,10/1/2025,185.36,168,1,15,0.8
1899,11/1/2025,163.52,168,1,16,0.8
1899,12/1/2025,191.79,168,1,21,1
1900,1/1/2025,182.74,168,0,3,0.2
1900,2/1/2025,148.5,168,1,7,0.4
1900,3/1/2025,170.98,168,1,10,0.5
1900,4/1/2025,180.15,168,1,17,0.8
1900,5/1/2025,174.78,168,1,29,1.5
1900,6/1/2025,166.53,168,1,27,1.4
1900,7/1/2025,193.41,168,1,33,1.6
1900,8/1/2025,165.35,168,1,33,1.6
1900,9/1/2025,185.29,168,1,58,2.9
1900,10/1/2025,177.92000000000002,168,1,37,1.8
1900,11/1/2025,160.39,168,1,48,2.4
1900,12/1/2025,180.99,168,1,37,1.8
1901,1/1/2025,181.46,168,0,5,0.2
1901,2/1/2025,161.89,168,1,8,0.4
1901,3/1/2025,173.96,168,1,13,0.6
1901,4/1/2025,174.41,168,1,16,0.8
1901,5/1/2025,178.39,168,1,23,1.2
1901,6/1/2025,165.04,168,1,20,1
1901,7/1/2025,179.09,168,1,18,0.9
1901,8/1/2025,165.17,168,1,21,1
1901,9/1/2025,178.18,168,1,28,1.4
1901,10/1/2025,180.86,168,1,37,1.8
1901,11/1/2025,158.62,168,1,41,2.1
1901,12/1/2025,187.25,168,1,42,2.1
1902,1/1/2025,185.32,168,1,6,0.3
1902,2/1/2025,167.16,168,1,6,0.3
1902,3/1/2025,174.5,168,1,19,1
1902,4/1/2025,172.98,168,1,22,1.1
1902,5/1/2025,174.78,168,1,36,1.8
1902,6/1/2025,176.76,168,1,28,1.4
1902,7/1/2025,191.56,168,1,29,1.5
1902,8/1/2025,171.28,168,1,24,1.2
1902,9/1/2025,176.28,168,1,54,2.7
1902,10/1/2025,184.7,168,1,45,2.2
1902,11/1/2025,155.17,168,1,60,3
1902,12/1/2025,175.48,168,1,57,2.8
1903,1/1/2025,185.04,168,0,2,0.1
1903,2/1/2025,161.85999999999999,168,1,6,0.3
1903,3/1/2025,158.78,168,1,9,0.4
1903,4/1/2025,172.25,168,1,18,0.9
1903,5/1/2025,165.67000000000002,168,1,15,0.8
1903,6/1/2025,168.89000000000001,168,1,30,1.5
1903,7/1/2025,190.65,168,1,29,1.5
1903,8/1/2025,161.77,168,1,25,1.2
1903,9/1/2025,174.93,168,1,45,2.2
1903,10/1/2025,180.84,168,1,56,2.8
1903,11/1/2025,166.87,168,1,45,2.2
1903,12/1/2025,178.69,168,1,52,2.6
1904,1/1/2025,186.32,168,0,3,0.2
1904,2/1/2025,158.28,168,1,7,0.4
1904,3/1/2025,169.46,168,1,9,0.4
1904,4/1/2025,183.55,168,1,18,0.9
1904,5/1/2025,177.1,168,1,18,0.9
1904,6/1/2025,173.45,168,1,30,1.5
1904,7/1/2025,184.91,168,1,30,1.5
1904,8/1/2025,168.08,168,1,36,1.8
1904,9/1/2025,167.28,168,1,54,2.7
1904,10/1/2025,181.56,168,1,20,1
1904,11/1/2025,166.62,168,1,34,1.7
1904,12/1/2025,183.5,168,1,45,2.2
1905,1/1/2025,187.72,168,0,3,0.2
1905,2/1/2025,158.21,168,1,7,0.4
1905,3/1/2025,166.87,168,1,13,0.6
1905,4/1/2025,180.77,168,1,14,0.7
1905,5/1/2025,189.89,168,1,18,0.9
1905,6/1/2025,170.18,168,1,16,0.8
1905,7/1/2025,190.94,168,1,43,2.2
1905,8/1/2025,157.26,168,1,30,1.5
1905,9/1/2025,180.4,168,1,39,2
1905,10/1/2025,186.4,168,1,56,2.8
1905,11/1/2025,162.27,168,1,45,2.2
1905,12/1/2025,172.97,168,1,52,2.6
1906,1/1/2025,188.2,168,0,3,0.2
1906,2/1/2025,160.43,168,0,5,0.2
1906,3/1/2025,170.19,168,1,9,0.4
1906,4/1/2025,167.57999999999998,168,1,14,0.7
1906,5/1/2025,186.75,168,1,20,1
1906,6/1/2025,168.09,168,1,27,1.4
1906,7/1/2025,184.12,168,1,33,1.6
1906,8/1/2025,174.78,168,1,23,1.2
1906,9/1/2025,175.14,168,1,46,2.3
1906,10/1/2025,192.03,168,1,39,2
1906,11/1/2025,163.07,168,1,45,2.2
1906,12/1/2025,194.88,168,1,57,2.8
1907,1/1/2025,186.39,168,0,2,0.1
1907,2/1/2025,150.44,168,1,8,0.4
1907,3/1/2025,171.65,168,1,13,0.6
1907,4/1/2025,181.58,168,1,16,0.8
1907,5/1/2025,176.62,168,1,13,0.6
1907,6/1/2025,173.83,168,1,25,1.2
1907,7/1/2025,176.54,168,1,35,1.8
1907,8/1/2025,171.43,168,1,28,1.4
1907,9/1/2025,183.27,168,1,45,2.2
1907,10/1/2025,192.61,168,1,37,1.8
1907,11/1/2025,159.99,168,1,48,2.4
1907,12/1/2025,175.92,168,1,45,2.2
1908,1/1/2025,187.68,168,0,1,0
1908,2/1/2025,165.43,168,0,4,0.2
1908,3/1/2025,173,168,0,5,0.2
1908,4/1/2025,171.63,168,1,6,0.3
1908,5/1/2025,180.85,168,1,8,0.4
1908,6/1/2025,168.18,168,1,12,0.6
1908,7/1/2025,170.53,168,1,17,0.8
1908,8/1/2025,175.13,168,1,20,1
1908,9/1/2025,176.24,168,1,11,0.6
1908,10/1/2025,177.36,168,1,12,0.6
1908,11/1/2025,168.02,168,1,16,0.8
1908,12/1/2025,179.93,168,1,16,0.8
1909,1/1/2025,191.41,168,0,4,0.2
1909,2/1/2025,160.26,168,1,12,0.6
1909,3/1/2025,171.37,168,1,16,0.8
1909,4/1/2025,177.68,168,1,15,0.8
1909,5/1/2025,176.81,168,1,36,1.8
1909,6/1/2025,166.79,168,1,45,2.2
1909,7/1/2025,188.93,168,1,15,0.8
1909,8/1/2025,161,168,1,33,1.6
1909,9/1/2025,176.88,168,1,24,1.2
1909,10/1/2025,179.38,168,1,57,2.8
1909,11/1/2025,169.02,168,1,66,3.3
1909,12/1/2025,180.47,168,1,54,2.7
1910,1/1/2025,186.41,168,0,1,0
1910,2/1/2025,159.75,168,0,3,0.2
1910,3/1/2025,173.62,168,0,3,0.2
1910,4/1/2025,172.03,168,1,11,0.6
1910,5/1/2025,186.60999999999999,168,1,9,0.4
1910,6/1/2025,167.21,168,1,10,0.5
1910,7/1/2025,191.95,168,1,13,0.6
1910,8/1/2025,165.46,168,1,15,0.8
1910,9/1/2025,179.48,168,1,9,0.4
1910,10/1/2025,184.17000000000002,168,1,14,0.7
1910,11/1/2025,163.47,168,1,24,1.2
1910,12/1/2025,200.08,168,1,21,1
1911,1/1/2025,184.88,168,0,3,0.2
1911,2/1/2025,165.98,168,1,9,0.4
1911,3/1/2025,165.88,168,1,17,0.8
1911,4/1/2025,168.44,168,1,9,0.4
1911,5/1/2025,182.92,168,1,28,1.4
1911,6/1/2025,158.58,168,1,27,1.4
1911,7/1/2025,180.1,168,1,40,2
1911,8/1/2025,164.38,168,1,24,1.2
1911,9/1/2025,175.47,168,1,47,2.4
1911,10/1/2025,181.22,168,1,42,2.1
1911,11/1/2025,155,168,1,76,3.8
1911,12/1/2025,177.03,168,1,90,4.5
1912,1/1/2025,175.66,168,0,2,0.1
1912,2/1/2025,158.1,168,0,4,0.2
1912,3/1/2025,169.92,168,0,3,0.2
1912,4/1/2025,169.61,168,1,6,0.3
1912,5/1/2025,186.16,168,1,11,0.6
1912,6/1/2025,170.51,168,1,10,0.5
1912,7/1/2025,186.16,168,1,11,0.6
1912,8/1/2025,168.66,168,1,16,0.8
1912,9/1/2025,177.47,168,1,15,0.8
1912,10/1/2025,179.73,168,1,26,1.3
1912,11/1/2025,171.9,168,1,28,1.4
1912,12/1/2025,177.91,168,1,27,1.4
1913,1/1/2025,199.74,168,0,1,0
1913,2/1/2025,168.09,168,0,3,0.2
1913,3/1/2025,169.59,168,1,6,0.3
1913,4/1/2025,180.29,168,1,6,0.3
1913,5/1/2025,168.01,168,1,11,0.6
1913,6/1/2025,164.24,168,1,12,0.6
1913,7/1/2025,192.94,168,1,11,0.6
1913,8/1/2025,162.60999999999999,168,1,19,1
1913,9/1/2025,171.21,168,1,10,0.5
1913,10/1/2025,183.54,168,1,18,0.9
1913,11/1/2025,168.42,168,1,14,0.7
1913,12/1/2025,183.87,168,1,29,1.5
1914,1/1/2025,193.89,168,0,1,0
1914,2/1/2025,161.64,168,0,2,0.1
1914,3/1/2025,170.71,168,0,5,0.2
1914,4/1/2025,185.73,168,1,8,0.4
1914,5/1/2025,170,168,1,6,0.3
1914,6/1/2025,168.72,168,1,12,0.6
1914,7/1/2025,177.23,168,1,16,0.8
1914,8/1/2025,166.57,168,1,14,0.7
1914,9/1/2025,181.60999999999999,168,1,17,0.8
1914,10/1/2025,180.64,168,1,10,0.5
1914,11/1/2025,160.18,168,1,15,0.8
1914,12/1/2025,182.63,168,1,25,1.2
1915,1/1/2025,191.12,168,0,1,0
1915,2/1/2025,163.02,168,0,3,0.2
1915,3/1/2025,165.29,168,0,5,0.2
1915,4/1/2025,172.33,168,0,4,0.2
1915,5/1/2025,178.2,168,1,10,0.5
1915,6/1/2025,174.54,168,1,10,0.5
1915,7/1/2025,180.84,168,1,11,0.6
1915,8/1/2025,182.94,168,1,14,0.7
1915,9/1/2025,186.68,168,1,12,0.6
1915,10/1/2025,179.34,168,1,20,1
1915,11/1/2025,165.62,168,1,23,1.2
1915,12/1/2025,179.62,168,1,25,1.2
1916,1/1/2025,194.51,168,0,1,0
1916,2/1/2025,150.37,168,0,3,0.2
1916,3/1/2025,182.45,168,0,4,0.2
1916,4/1/2025,175.03,168,1,7,0.4
1916,5/1/2025,178.24,168,1,8,0.4
1916,6/1/2025,177.96,168,1,7,0.4
1916,7/1/2025,179.18,168,1,14,0.7
1916,8/1/2025,162.57999999999998,168,1,12,0.6
1916,9/1/2025,175.98,168,1,21,1
1916,10/1/2025,174.95,168,1,17,0.8
1916,11/1/2025,159.14,168,1,21,1
1916,12/1/2025,176.6,168,1,21,1
1917,1/1/2025,185.67000000000002,168,0,2,0.1
1917,2/1/2025,161.34,168,0,3,0.2
1917,3/1/2025,183.56,168,0,4,0.2
1917,4/1/2025,176.32,168,1,7,0.4
1917,5/1/2025,177.45,168,1,10,0.5
1917,6/1/2025,169.4,168,1,7,0.4
1917,7/1/2025,183.35,168,1,7,0.4
1917,8/1/2025,166.84,168,1,13,0.6
1917,9/1/2025,172.60999999999999,168,1,15,0.8
1917,10/1/2025,194.09,168,1,19,1
1917,11/1/2025,161.65,168,1,18,0.9
1917,12/1/2025,192.41,168,1,24,1.2
1918,1/1/2025,182.73,168,0,5,0.2
1918,2/1/2025,163.62,168,1,6,0.3
1918,3/1/2025,164.27,168,1,13,0.6
1918,4/1/2025,170.72,168,1,12,0.6
1918,5/1/2025,175.72,168,1,31,1.6
1918,6/1/2025,162.53,168,1,40,2
1918,7/1/2025,183.72,168,1,22,1.1
1918,8/1/2025,176.94,168,1,37,1.8
1918,9/1/2025,171.36,168,1,65,3.2
1918,10/1/2025,190.82,168,1,70,3.5
1918,11/1/2025,163.21,168,1,66,3.3
1918,12/1/2025,176.92,168,1,51,2.6
1919,1/1/2025,183.22,168,0,2,0.1
1919,2/1/2025,165.77,168,0,4,0.2
1919,3/1/2025,168.23,168,1,6,0.3
1919,4/1/2025,180.19,168,1,6,0.3
1919,5/1/2025,181.82999999999998,168,1,16,0.8
1919,6/1/2025,162.45,168,1,7,0.4
1919,7/1/2025,191.55,168,1,12,0.6
1919,8/1/2025,166.63,168,1,9,0.4
1919,9/1/2025,174.02,168,1,18,0.9
1919,10/1/2025,172.05,168,1,21,1
1919,11/1/2025,158.04,168,1,20,1
1919,12/1/2025,185.72,168,1,26,1.3
1920,1/1/2025,190.85999999999999,168,0,3,0.2
1920,2/1/2025,170.67,168,1,8,0.4
1920,3/1/2025,174.98,168,1,15,0.8
1920,4/1/2025,175.48,168,1,21,1
1920,5/1/2025,177.97,168,1,16,0.8
1920,6/1/2025,160.66,168,1,38,1.9
1920,7/1/2025,191.5,168,1,37,1.8
1920,8/1/2025,171.03,168,1,43,2.2
1920,9/1/2025,165.81,168,1,41,2.1
1920,10/1/2025,190.79999999999998,168,1,56,2.8
1920,11/1/2025,159.45,168,1,41,2.1
1920,12/1/2025,182.53,168,1,50,2.5
1921,1/1/2025,181.91,168,1,6,0.3
1921,2/1/2025,157.35999999999999,168,1,9,0.4
1921,3/1/2025,171.63,168,1,16,0.8
1921,4/1/2025,173.42,168,1,18,0.9
1921,5/1/2025,180.93,168,1,22,1.1
1921,6/1/2025,180.19,168,1,30,1.5
1921,7/1/2025,180.6,168,1,38,1.9
1921,8/1/2025,164.68,168,1,27,1.4
1921,9/1/2025,177.09,168,1,38,1.9
1921,10/1/2025,188.31,168,1,50,2.5
1921,11/1/2025,158.9,168,1,68,3.4
1921,12/1/2025,192.34,168,1,60,3
1922,1/1/2025,177.05,168,0,1,0
1922,2/1/2025,165.71,168,0,3,0.2
1922,3/1/2025,153.26,168,1,6,0.3
1922,4/1/2025,177.03,168,1,6,0.3
1922,5/1/2025,181.62,168,1,14,0.7
1922,6/1/2025,164.51,168,1,13,0.6
1922,7/1/2025,183.88,168,1,13,0.6
1922,8/1/2025,167,168,1,19,1
1922,9/1/2025,165.39,168,1,20,1
1922,10/1/2025,182.49,168,1,28,1.4
1922,11/1/2025,160.77,168,1,21,1
1922,12/1/2025,190.68,168,1,20,1
1923,1/1/2025,181.17,168,0,1,0
1923,2/1/2025,160.51,168,0,3,0.2
1923,3/1/2025,161.05,168,0,5,0.2
1923,4/1/2025,172.08,168,0,5,0.2
1923,5/1/2025,183.91,168,1,12,0.6
1923,6/1/2025,168.73,168,1,8,0.4
1923,7/1/2025,192.5,168,1,14,0.7
1923,8/1/2025,165.94,168,1,19,1
1923,9/1/2025,183.5,168,1,18,0.9
1923,10/1/2025,190.8,168,1,22,1.1
1923,11/1/2025,168.44,168,1,18,0.9
1923,12/1/2025,178.9,168,1,20,1
1924,1/1/2025,179.16,168,0,2,0.1
1924,2/1/2025,153.71,168,0,3,0.2
1924,3/1/2025,177.32,168,0,3,0.2
1924,4/1/2025,178.71,168,1,12,0.6
1924,5/1/2025,182.38,168,1,7,0.4
1924,6/1/2025,172.84,168,1,7,0.4
1924,7/1/2025,179.66,168,1,13,0.6
1924,8/1/2025,169.94,168,1,23,1.2
1924,9/1/2025,165.14,168,1,18,0.9
1924,10/1/2025,189.77,168,1,20,1
1924,11/1/2025,166.68,168,1,13,0.6
1924,12/1/2025,179.04,168,1,31,1.6
1925,1/1/2025,174.64000000000001,168,0,1,0
1925,2/1/2025,149.73,168,0,3,0.2
1925,3/1/2025,162.55,168,0,4,0.2
1925,4/1/2025,172.74,168,1,8,0.4
1925,5/1/2025,177.94,168,1,9,0.4
1925,6/1/2025,170.75,168,1,10,0.5
1925,7/1/2025,188.44,168,1,11,0.6
1925,8/1/2025,162.84,168,1,6,0.3
1925,9/1/2025,171.87,168,1,11,0.6
1925,10/1/2025,182.87,168,1,11,0.6
1925,11/1/2025,152.04,168,1,15,0.8
1925,12/1/2025,185.58,168,1,22,1.1
1926,1/1/2025,185.64000000000001,168,0,1,0
1926,2/1/2025,160.17,168,0,3,0.2
1926,3/1/2025,165.55,168,1,7,0.4
1926,4/1/2025,173.24,168,1,6,0.3
1926,5/1/2025,173.74,168,1,7,0.4
1926,6/1/2025,163.44,168,1,9,0.4
1926,7/1/2025,191.1,168,1,9,0.4
1926,8/1/2025,169.86,168,1,10,0.5
1926,9/1/2025,174.01,168,1,17,0.8
1926,10/1/2025,186.13,168,1,15,0.8
1926,11/1/2025,168.77,168,1,12,0.6
1926,12/1/2025,205.88,168,1,13,0.6
1927,1/1/2025,182.82,168,0,3,0.2
1927,2/1/2025,159.87,168,1,9,0.4
1927,3/1/2025,168.54,168,1,14,0.7
1927,4/1/2025,182.81,168,1,11,0.6
1927,5/1/2025,181.57999999999998,168,1,18,0.9
1927,6/1/2025,176.49,168,1,23,1.2
1927,7/1/2025,173.65,168,1,33,1.6
1927,8/1/2025,175.7,168,1,40,2
1927,9/1/2025,184.13,168,1,37,1.8
1927,10/1/2025,176.91,168,1,45,2.2
1927,11/1/2025,164.64000000000001,168,1,45,2.2
1927,12/1/2025,194.02,168,1,42,2.1
1928,1/1/2025,180.75,168,0,3,0.2
1928,2/1/2025,170.3,168,1,11,0.6
1928,3/1/2025,171.33,168,1,16,0.8
1928,4/1/2025,177.13,168,1,22,1.1
1928,5/1/2025,183.33,168,1,19,1
1928,6/1/2025,168.04,168,1,25,1.2
1928,7/1/2025,181.87,168,1,26,1.3
1928,8/1/2025,171.15,168,1,53,2.7
1928,9/1/2025,186.73,168,1,35,1.8
1928,10/1/2025,184.20000000000002,168,1,56,2.8
1928,11/1/2025,156.46,168,1,38,1.9
1928,12/1/2025,194.81,168,1,67,3.4
1929,1/1/2025,184.91,168,0,1,0
1929,2/1/2025,159.83,168,0,3,0.2
1929,3/1/2025,172.57,168,0,5,0.2
1929,4/1/2025,176.3,168,1,8,0.4
1929,5/1/2025,174.64,168,1,10,0.5
1929,6/1/2025,171.55,168,1,9,0.4
1929,7/1/2025,186.34,168,1,7,0.4
1929,8/1/2025,169.1,168,1,9,0.4
1929,9/1/2025,180.48,168,1,15,0.8
1929,10/1/2025,187.37,168,1,13,0.6
1929,11/1/2025,162.35999999999999,168,1,18,0.9
1929,12/1/2025,181.88,168,1,21,1
1930,1/1/2025,184.82,168,0,2,0.1
1930,2/1/2025,160.79,168,0,5,0.2
1930,3/1/2025,165.37,168,0,5,0.2
1930,4/1/2025,182.32,168,1,8,0.4
1930,5/1/2025,177.17,168,1,8,0.4
1930,6/1/2025,173.65,168,1,12,0.6
1930,7/1/2025,176.31,168,1,18,0.9
1930,8/1/2025,164.87,168,1,14,0.7
1930,9/1/2025,183.82999999999998,168,1,23,1.2
1930,10/1/2025,187.22,168,1,21,1
1930,11/1/2025,159.13,168,1,13,0.6
1930,12/1/2025,179.10999999999999,168,1,21,1
1931,1/1/2025,181.25,168,0,1,0
1931,2/1/2025,168.47,168,0,4,0.2
1931,3/1/2025,165.97,168,1,6,0.3
1931,4/1/2025,181.22,168,1,6,0.3
1931,5/1/2025,182.57999999999998,168,1,7,0.4
1931,6/1/2025,167.32,168,1,15,0.8
1931,7/1/2025,194.76,168,1,12,0.6
1931,8/1/2025,169.22,168,1,16,0.8
1931,9/1/2025,176.69,168,1,20,1
1931,10/1/2025,176.08,168,1,21,1
1931,11/1/2025,155.21,168,1,21,1
1931,12/1/2025,181.57,168,1,22,1.1
1932,1/1/2025,191.37,168,1,6,0.3
1932,2/1/2025,143.86,168,1,7,0.4
1932,3/1/2025,167.54,168,1,20,1
1932,4/1/2025,185.59,168,1,25,1.2
1932,5/1/2025,175.43,168,1,25,1.2
1932,6/1/2025,164.66,168,1,24,1.2
1932,7/1/2025,189.8,168,1,26,1.3
1932,8/1/2025,174.91,168,1,54,2.7
1932,9/1/2025,180.89,168,1,49,2.4
1932,10/1/2025,175.37,168,1,45,2.2
1932,11/1/2025,165.75,168,1,35,1.8
1932,12/1/2025,176.57999999999998,168,1,75,3.8
1933,1/1/2025,173.82,168,0,5,0.2
1933,2/1/2025,166.56,168,0,5,0.2
1933,3/1/2025,178.79,168,1,13,0.6
1933,4/1/2025,160.97,168,1,13,0.6
1933,5/1/2025,179.21,168,1,21,1
1933,6/1/2025,166.01,168,1,23,1.2
1933,7/1/2025,196.26,168,1,23,1.2
1933,8/1/2025,173.15,168,1,41,2.1
1933,9/1/2025,175,168,1,56,2.8
1933,10/1/2025,188.39,168,1,35,1.8
1933,11/1/2025,158.78,168,1,27,1.4
1933,12/1/2025,181.53,168,1,42,2.1
1934,1/1/2025,185.74,168,0,1,0
1934,2/1/2025,162.32999999999998,168,0,3,0.2
1934,3/1/2025,173.33,168,0,5,0.2
1934,4/1/2025,177.89,168,1,7,0.4
1934,5/1/2025,176.32,168,1,6,0.3
1934,6/1/2025,164.2,168,1,13,0.6
1934,7/1/2025,203.59,168,1,13,0.6
1934,8/1/2025,163.34,168,1,15,0.8
1934,9/1/2025,177.92000000000002,168,1,14,0.7
1934,10/1/2025,182.3,168,1,20,1
1934,11/1/2025,155.36,168,1,14,0.7
1934,12/1/2025,188.12,168,1,20,1
1935,1/1/2025,179.07999999999998,168,0,3,0.2
1935,2/1/2025,158.35,168,1,7,0.4
1935,3/1/2025,163.60999999999999,168,1,11,0.6
1935,4/1/2025,172.6,168,1,19,1
1935,5/1/2025,171.69,168,1,23,1.2
1935,6/1/2025,156.92,168,1,22,1.1
1935,7/1/2025,182.43,168,1,21,1
1935,8/1/2025,167.41,168,1,50,2.5
1935,9/1/2025,174.13,168,1,43,2.2
1935,10/1/2025,174.32,168,1,37,1.8
1935,11/1/2025,164.03,168,1,48,2.4
1935,12/1/2025,192.67,168,1,52,2.6
1936,1/1/2025,188.82,168,0,5,0.2
1936,2/1/2025,162.31,168,1,12,0.6
1936,3/1/2025,168.83,168,1,15,0.8
1936,4/1/2025,175.75,168,1,18,0.9
1936,5/1/2025,173.39000000000001,168,1,20,1
1936,6/1/2025,165.03,168,1,24,1.2
1936,7/1/2025,188.66,168,1,24,1.2
1936,8/1/2025,175.98,168,1,31,1.6
1936,9/1/2025,183.42000000000002,168,1,56,2.8
1936,10/1/2025,180.9,168,1,62,3.1
1936,11/1/2025,150.96,168,1,57,2.8
1936,12/1/2025,191.79999999999998,168,1,84,4.2
1937,1/1/2025,184.45,168,0,2,0.1
1937,2/1/2025,150.32,168,0,3,0.2
1937,3/1/2025,171.22,168,0,5,0.2
1937,4/1/2025,167.22,168,0,4,0.2
1937,5/1/2025,180.24,168,1,8,0.4
1937,6/1/2025,158.45,168,1,13,0.6
1937,7/1/2025,192.19,168,1,8,0.4
1937,8/1/2025,156.55,168,1,9,0.4
1937,9/1/2025,183.52,168,1,16,0.8
1937,10/1/2025,179.28,168,1,21,1
1937,11/1/2025,159.59,168,1,20,1
1937,12/1/2025,179.32,168,1,18,0.9
1938,1/1/2025,185.05,168,0,1,0
1938,2/1/2025,171.4,168,0,2,0.1
1938,3/1/2025,172.55,168,1,6,0.3
1938,4/1/2025,177.24,168,1,7,0.4
1938,5/1/2025,172.37,168,1,9,0.4
1938,6/1/2025,170.8,168,1,10,0.5
1938,7/1/2025,184,168,1,9,0.4
1938,8/1/2025,168.96,168,1,14,0.7
1938,9/1/2025,184.69,168,1,16,0.8
1938,10/1/2025,175.66,168,1,14,0.7
1938,11/1/2025,151.42,168,1,22,1.1
1938,12/1/2025,180.72,168,1,27,1.4
1939,1/1/2025,184.43,168,1,6,0.3
1939,2/1/2025,159.38,168,1,8,0.4
1939,3/1/2025,174.73,168,1,10,0.5
1939,4/1/2025,181.07,168,1,12,0.6
1939,5/1/2025,169.12,168,1,16,0.8
1939,6/1/2025,167.68,168,1,22,1.1
1939,7/1/2025,177.04,168,1,21,1
1939,8/1/2025,167.73,168,1,36,1.8
1939,9/1/2025,175.62,168,1,37,1.8
1939,10/1/2025,180.67000000000002,168,1,33,1.6
1939,11/1/2025,168.53,168,1,45,2.2
1939,12/1/2025,182.26,168,1,45,2.2
1940,1/1/2025,188.3,168,0,4,0.2
1940,2/1/2025,162.39000000000001,168,1,11,0.6
1940,3/1/2025,164.48,168,1,16,0.8
1940,4/1/2025,177.84,168,1,16,0.8
1940,5/1/2025,179.26,168,1,35,1.8
1940,6/1/2025,169.74,168,1,41,2.1
1940,7/1/2025,187.82,168,1,32,1.6
1940,8/1/2025,167.21,168,1,35,1.8
1940,9/1/2025,170.17,168,1,43,2.2
1940,10/1/2025,188.54,168,1,41,2.1
1940,11/1/2025,163.11,168,1,50,2.5
1940,12/1/2025,181.79,168,1,42,2.1
1941,1/1/2025,182.73,168,0,1,0
1941,2/1/2025,154.54,168,0,3,0.2
1941,3/1/2025,173.85,168,0,3,0.2
1941,4/1/2025,188.23,168,1,11,0.6
1941,5/1/2025,184.9,168,1,9,0.4
1941,6/1/2025,171.43,168,1,10,0.5
1941,7/1/2025,182.29999999999998,168,1,7,0.4
1941,8/1/2025,171.75,168,1,14,0.7
1941,9/1/2025,172.19,168,1,12,0.6
1941,10/1/2025,183.79999999999998,168,1,12,0.6
1941,11/1/2025,162.79,168,1,27,1.4
1941,12/1/2025,178.68,168,1,25,1.2
1942,1/1/2025,172.13,168,0,2,0.1
1942,2/1/2025,164.82,168,0,3,0.2
1942,3/1/2025,177.2,168,0,5,0.2
1942,4/1/2025,180.45,168,1,6,0.3
1942,5/1/2025,180.61,168,0,5,0.2
1942,6/1/2025,167.49,168,0,5,0.2
1942,7/1/2025,181.22,168,1,12,0.6
1942,8/1/2025,172.13,168,1,18,0.9
1942,9/1/2025,176.05,168,1,24,1.2
1942,10/1/2025,190.47,168,1,13,0.6
1942,11/1/2025,167.27,168,1,22,1.1
1942,12/1/2025,184.53,168,1,20,1
1943,1/1/2025,175.33,168,0,1,0
1943,2/1/2025,159.94,168,0,3,0.2
1943,3/1/2025,157.55,168,0,5,0.2
1943,4/1/2025,172.67000000000002,168,0,3,0.2
1943,5/1/2025,180.11,168,1,7,0.4
1943,6/1/2025,166.44,168,1,8,0.4
1943,7/1/2025,177.05,168,1,15,0.8
1943,8/1/2025,167.68,168,1,11,0.6
1943,9/1/2025,173.92,168,1,11,0.6
1943,10/1/2025,194.81,168,1,15,0.8
1943,11/1/2025,164.5,168,1,17,0.8
1943,12/1/2025,186.21,168,1,25,1.2
1944,1/1/2025,180.48,168,0,1,0
1944,2/1/2025,167.09,168,0,3,0.2
1944,3/1/2025,175.27,168,1,7,0.4
1944,4/1/2025,176.45,168,1,8,0.4
1944,5/1/2025,183.07,168,1,7,0.4
1944,6/1/2025,161.69,168,1,12,0.6
1944,7/1/2025,187.68,168,1,11,0.6
1944,8/1/2025,164.43,168,1,19,1
1944,9/1/2025,178.97,168,1,11,0.6
1944,10/1/2025,187.52,168,1,25,1.2
1944,11/1/2025,157.26,168,1,20,1
1944,12/1/2025,182.16,168,1,31,1.6
1945,1/1/2025,186.51,168,0,4,0.2
1945,2/1/2025,167.2,168,1,8,0.4
1945,3/1/2025,164.03,168,1,14,0.7
1945,4/1/2025,184.38,168,1,16,0.8
1945,5/1/2025,174.26,168,1,13,0.6
