review_date,employee_id,performance_score,potential_rating
12/31/2025,71,3.1,Medium
12/31/2025,72,3.3,High
12/31/2025,73,3.4,Medium
12/31/2025,74,2.5,Medium
12/31/2025,75,2.7,High
12/31/2025,76,3.7,Medium
12/31/2025,77,3.5,Medium
12/31/2025,78,2.6,Low
12/31/2025,79,3.1,Medium
12/31/2025,80,4.6,Medium
12/31/2025,81,1.6,Medium
12/31/2025,82,1.2,Medium
12/31/2025,83,1.6,High
12/31/2025,84,5,High
12/31/2025,85,2.4,High
12/31/2025,86,2.9,Low
12/31/2025,87,3.6,Medium
12/31/2025,88,3.6,Medium
12/31/2025,89,3,Low
12/31/2025,90,4.3,High
12/31/2025,91,3.8,High
12/31/2025,92,2.7,Medium
12/31/2025,93,2.4,Medium
12/31/2025,94,3.3,Medium
12/31/2025,95,3.9,Medium
12/31/2025,96,4.6,Medium
12/31/2025,97,3.4,Medium
12/31/2025,98,2.9,Medium
12/31/2025,99,4.2,Medium
12/31/2025,100,4.1,High
12/31/2025,101,3.8,Medium
12/31/2025,102,2.3,Medium
12/31/2025,103,3,Medium
12/31/2025,104,3,Low
12/31/2025,105,3.8,Medium
12/31/2025,106,1.8,Medium
12/31/2025,107,2.9,Medium
12/31/2025,108,3.2,Medium
12/31/2025,109,3,Medium
12/31/2025,110,4.5,Medium
12/31/2025,111,4,Medium
12/31/2025,112,4,Medium
12/31/2025,113,2.8,Medium
12/31/2025,114,3.3,Low
12/31/2025,115,2.5,Medium
12/31/2025,116,2.5,Medium
12/31/2025,117,4,Medium
12/31/2025,118,3.9,Medium
12/31/2025,119,2.5,Medium
12/31/2025,120,3.3,High
12/31/2025,121,2,Medium
12/31/2025,122,3.6,Medium
12/31/2025,123,2.4,Medium
12/31/2025,124,3.3,High
12/31/2025,125,4.6,Medium
12/31/2025,126,2.4,High
12/31/2025,127,3.5,High
12/31/2025,128,3.2,Medium
12/31/2025,129,2.3,Medium
12/31/2025,130,2.6,High
12/31/2025,131,3.5,Low
12/31/2025,132,3,Medium
12/31/2025,133,4.3,Low
12/31/2025,134,3.6,Medium
12/31/2025,135,2.4,Low
12/31/2025,136,3.9,Low
12/31/2025,137,4,Medium
12/31/2025,138,3.4,High
12/31/2025,139,3.7,High
12/31/2025,140,3.4,Medium
12/31/2025,141,4.2,Medium
12/31/2025,142,4.1,Low
12/31/2025,143,2,Medium
12/31/2025,144,1.9,Medium
12/31/2025,145,3.1,High
12/31/2025,146,3.8,Medium
12/31/2025,147,4.2,Medium
12/31/2025,148,2.9,Medium
12/31/2025,149,3,Low
12/31/2025,150,3,Low
12/31/2025,151,3.1,Low
12/31/2025,152,3.3,High
12/31/2025,153,2.8,Medium
12/31/2025,154,3,Medium
12/31/2025,155,3.5,Low
12/31/2025,156,2.2,Medium
12/31/2025,157,4.7,Medium
12/31/2025,158,4.9,High
12/31/2025,159,3.8,Medium
12/31/2025,160,4.3,Medium
12/31/2025,161,2.5,Low
12/31/2025,162,2.7,Medium
12/31/2025,163,1.4,Low
12/31/2025,164,3.2,Medium
12/31/2025,165,3.3,Medium
12/31/2025,166,3.4,Medium
12/31/2025,167,1.9,Low
12/31/2025,168,3.2,Medium
12/31/2025,169,3.5,Medium
12/31/2025,170,3.6,High
12/31/2025,171,2.8,Medium
12/31/2025,172,4.8,Medium
12/31/2025,173,3,Medium
12/31/2025,174,3.3,Low
12/31/2025,175,2.9,High
12/31/2025,176,2.8,Medium
12/31/2025,177,3.7,Medium
12/31/2025,178,1.9,Medium
12/31/2025,179,3.8,Medium
12/31/2025,180,3.3,High
12/31/2025,181,3.1,Medium
12/31/2025,182,2.3,Medium
12/31/2025,183,3.2,Low
12/31/2025,184,3.7,Low
12/31/2025,185,3.3,Medium
12/31/2025,186,3.2,Low
12/31/2025,187,3,Medium
12/31/2025,188,2.9,Medium
12/31/2025,189,2.3,Medium
12/31/2025,190,3.7,Medium
12/31/2025,191,3.4,Low
12/31/2025,192,3.8,Medium
12/31/2025,193,2.8,Medium
12/31/2025,194,3.1,Medium
12/31/2025,195,2.3,High
12/31/2025,196,2,Medium
12/31/2025,197,3.3,High
12/31/2025,198,1.6,Medium
12/31/2025,199,3.5,High
12/31/2025,200,2.7,Medium
12/31/2025,201,5,Medium
12/31/2025,202,3.2,Medium
12/31/2025,203,3.7,Medium
12/31/2025,204,2.7,Low
12/31/2025,205,4.1,Medium
12/31/2025,206,4.2,High
12/31/2025,207,4,Medium
12/31/2025,208,4.8,Medium
12/31/2025,209,2.4,Medium
12/31/2025,210,3.7,High
12/31/2025,211,2.6,Medium
12/31/2025,212,2.4,Low
12/31/2025,213,3.2,Medium
12/31/2025,214,3.4,Medium
12/31/2025,215,3.1,Medium
12/31/2025,216,2.2,High
12/31/2025,217,3.3,Medium
12/31/2025,218,3.2,High
12/31/2025,219,2.4,High
12/31/2025,220,4.4,High
12/31/2025,221,4.7,Medium
12/31/2025,222,3.3,High
12/31/2025,223,4,High
12/31/2025,224,1.2,Medium
12/31/2025,225,3.2,Low
12/31/2025,226,4.1,Medium
12/31/2025,227,3.2,Medium
12/31/2025,228,3.1,Medium
12/31/2025,229,3.7,Medium
12/31/2025,230,5,High
12/31/2025,231,3.5,Medium
12/31/2025,232,3.3,Medium
12/31/2025,233,4.3,Medium
12/31/2025,234,3.6,Low
12/31/2025,235,4.6,Low
12/31/2025,236,2.4,Medium
12/31/2025,237,2.4,Low
12/31/2025,238,2.5,Medium
12/31/2025,239,3.9,Medium
12/31/2025,240,3.5,Low
12/31/2025,241,3,Medium
12/31/2025,242,3.5,Medium
12/31/2025,243,4,Medium
12/31/2025,244,3,High
12/31/2025,245,3.8,Low
12/31/2025,246,2.9,Medium
12/31/2025,247,2,Medium
12/31/2025,248,3.2,High
12/31/2025,249,1.9,High
12/31/2025,250,2.9,Low
12/31/2025,251,3.3,Low
12/31/2025,252,2.6,Medium
12/31/2025,253,3.7,Low
12/31/2025,254,3,High
12/31/2025,255,3.7,High
12/31/2025,256,3.2,Low
12/31/2025,257,3,High
12/31/2025,258,2.6,Low
12/31/2025,259,3.2,Medium
12/31/2025,260,3.3,High
12/31/2025,261,3.5,Medium
12/31/2025,262,3.4,Medium
12/31/2025,263,2.2,Medium
12/31/2025,264,4,Medium
12/31/2025,265,3.5,Medium
12/31/2025,266,3.2,High
12/31/2025,267,3.5,High
12/31/2025,268,3.6,Low
12/31/2025,269,4.7,Low
12/31/2025,270,2.8,Medium
12/31/2025,271,2.8,Medium
12/31/2025,272,2.4,Low
12/31/2025,273,1.7,Low
12/31/2025,274,3.5,Medium
12/31/2025,275,4.8,Medium
12/31/2025,276,3,Medium
12/31/2025,277,4.2,High
12/31/2025,278,3,Medium
12/31/2025,279,4.1,Low
12/31/2025,280,3.5,Medium
12/31/2025,281,3.2,High
12/31/2025,282,2.8,Medium
12/31/2025,283,3.3,Medium
12/31/2025,284,3.9,Medium
12/31/2025,285,2.7,Low
12/31/2025,286,3.1,Medium
12/31/2025,287,3.4,Medium
12/31/2025,288,3.9,Medium
12/31/2025,289,3.3,Medium
12/31/2025,290,3,Medium
12/31/2025,291,3.4,High
12/31/2025,292,4.1,Medium
12/31/2025,293,3.6,High
12/31/2025,294,3.2,Low
12/31/2025,295,3.3,Medium
12/31/2025,296,2.4,Low
12/31/2025,297,3.8,Medium
12/31/2025,298,2.2,Medium
12/31/2025,299,2.9,Low
12/31/2025,300,3.1,Medium
12/31/2025,301,2.9,Medium
12/31/2025,302,2.4,Medium
12/31/2025,303,2.7,Medium
12/31/2025,304,2.2,High
12/31/2025,305,4.5,High
12/31/2025,306,2.8,Medium
12/31/2025,307,2.7,Low
12/31/2025,308,4.8,Medium
12/31/2025,309,2,Medium
12/31/2025,310,3.7,Medium
12/31/2025,311,3.2,Medium
12/31/2025,312,2.4,Low
12/31/2025,313,3.3,Low
12/31/2025,314,4.6,Medium
12/31/2025,315,3.6,Medium
12/31/2025,316,3.5,Medium
12/31/2025,317,2.3,Medium
12/31/2025,318,2.6,Low
12/31/2025,319,2,Low
12/31/2025,320,3.3,Medium
12/31/2025,321,3.2,Medium
12/31/2025,322,2.6,Low
12/31/2025,323,3.9,Low
12/31/2025,324,2.2,Low
12/31/2025,325,2.6,Low
12/31/2025,326,3.3,Medium
12/31/2025,327,2.3,Medium
12/31/2025,328,3,Low
12/31/2025,329,2.7,Medium
12/31/2025,330,3.4,Medium
12/31/2025,331,2.1,Medium
12/31/2025,332,1.6,High
12/31/2025,333,2.3,Medium
12/31/2025,334,3.9,Medium
12/31/2025,335,3.8,Medium
12/31/2025,336,2.5,Low
12/31/2025,337,3.1,Low
12/31/2025,338,3.2,High
12/31/2025,339,2.1,Medium
12/31/2025,340,2.7,Medium
12/31/2025,341,3,Medium
12/31/2025,342,1.5,Low
12/31/2025,343,3.3,Low
12/31/2025,344,5,High
12/31/2025,345,3.6,Medium
12/31/2025,346,3.4,High
12/31/2025,347,3.8,Low
12/31/2025,348,3.5,Low
12/31/2025,349,3.9,Low
12/31/2025,350,1.7,Medium
12/31/2025,351,2.9,High
12/31/2025,352,2.4,High
12/31/2025,353,1.7,Medium
12/31/2025,354,3.1,Medium
12/31/2025,355,3.9,Medium
12/31/2025,356,2.7,Medium
12/31/2025,357,3.5,Low
12/31/2025,358,4.2,Low
12/31/2025,359,3,Medium
12/31/2025,360,4,Medium
12/31/2025,361,4,Medium
12/31/2025,362,3.4,Medium
12/31/2025,363,2.2,Medium
12/31/2025,364,1.6,Medium
12/31/2025,365,2.6,Medium
12/31/2025,366,2.8,Medium
12/31/2025,367,3,Low
12/31/2025,368,3.7,Medium
12/31/2025,369,2.6,Medium
12/31/2025,370,3.7,High
12/31/2025,371,4.5,Low
12/31/2025,372,3.1,Medium
12/31/2025,373,3.4,Low
12/31/2025,374,4.5,Medium
12/31/2025,375,3.8,Medium
12/31/2025,376,2.6,High
12/31/2025,377,4.6,Medium
12/31/2025,378,3.3,Medium
12/31/2025,379,2.7,Medium
12/31/2025,380,1.9,Medium
12/31/2025,381,2.6,Medium
12/31/2025,382,3.3,Low
12/31/2025,383,2.4,Medium
12/31/2025,384,2.5,Low
12/31/2025,385,4.2,Medium
12/31/2025,386,3.3,High
12/31/2025,387,2,Medium
12/31/2025,388,3.7,High
12/31/2025,389,4.9,High
12/31/2025,390,1.6,Medium
12/31/2025,391,3.3,Low
12/31/2025,392,3.2,Low
12/31/2025,393,5,Low
12/31/2025,394,4,Medium
12/31/2025,395,3.2,Medium
12/31/2025,396,3.9,Medium
12/31/2025,397,1.7,Medium
12/31/2025,398,3.2,Medium
12/31/2025,399,2.7,Medium
12/31/2025,400,3.3,High
12/31/2025,401,1.6,Medium
12/31/2025,402,3.7,Medium
12/31/2025,403,3.5,Medium
12/31/2025,404,4,Low
12/31/2025,405,2.8,Medium
12/31/2025,406,3.7,Medium
12/31/2025,407,4.7,Medium
12/31/2025,408,3,Medium
12/31/2025,409,2.1,High
12/31/2025,410,3.7,Medium
12/31/2025,411,2.9,Low
12/31/2025,412,2.4,Medium
12/31/2025,413,2.5,Medium
12/31/2025,414,2,Medium
12/31/2025,415,2.4,Low
12/31/2025,416,3.5,Medium
12/31/2025,417,3.5,High
12/31/2025,418,2.6,Medium
12/31/2025,419,5,High
12/31/2025,420,3.3,Medium
12/31/2025,421,3.4,Low
12/31/2025,422,3.6,Medium
12/31/2025,423,2.6,Medium
12/31/2025,424,3.9,Low
12/31/2025,425,1.9,Medium
12/31/2025,426,2.3,High
12/31/2025,427,2.6,Low
12/31/2025,428,3.4,Medium
12/31/2025,429,2.2,Low
12/31/2025,430,2.2,Medium
12/31/2025,431,4.3,Medium
12/31/2025,432,4.2,High
12/31/2025,433,2.1,Low
12/31/2025,434,2.6,High
12/31/2025,435,3.1,High
12/31/2025,436,3.6,Medium
12/31/2025,437,2.8,High
12/31/2025,438,2.7,Medium
12/31/2025,439,4.1,Medium
12/31/2025,440,2.6,High
12/31/2025,441,2.9,Medium
12/31/2025,442,1.3,High
12/31/2025,443,3.6,Medium
12/31/2025,444,3.6,Medium
12/31/2025,445,3.5,Medium
12/31/2025,446,3.5,Medium
12/31/2025,447,3.4,Medium
12/31/2025,448,3,Medium
12/31/2025,449,3.9,High
12/31/2025,450,3.6,Medium
12/31/2025,451,2.7,High
12/31/2025,452,3,High
12/31/2025,453,2.2,Low
12/31/2025,454,2.8,Medium
12/31/2025,455,2.3,Medium
12/31/2025,456,3.9,High
12/31/2025,457,5,Medium
12/31/2025,458,2.3,Medium
12/31/2025,459,3,Medium
12/31/2025,460,2.9,Low
12/31/2025,461,1.6,Low
12/31/2025,462,2.7,High
12/31/2025,463,4.6,Medium
12/31/2025,464,3.3,High
12/31/2025,465,3.1,Medium
12/31/2025,466,2.3,Medium
12/31/2025,467,3.8,High
12/31/2025,468,2.8,Medium
12/31/2025,469,2.6,Medium
12/31/2025,470,3.7,Low
12/31/2025,471,3,Medium
12/31/2025,472,2.4,Medium
12/31/2025,473,3.8,Low
12/31/2025,474,3.3,Medium
12/31/2025,475,3.8,Medium
12/31/2025,476,3.1,High
12/31/2025,477,5,Medium
12/31/2025,478,1.9,High
12/31/2025,479,5,Medium
12/31/2025,480,2.7,Medium
12/31/2025,481,1.9,Low
12/31/2025,482,3.3,High
12/31/2025,483,4.1,High
12/31/2025,484,3.5,Low
12/31/2025,485,1.8,High
12/31/2025,486,1.9,Medium
12/31/2025,487,2,Medium
12/31/2025,488,2.6,Medium
12/31/2025,489,2.1,High
12/31/2025,490,3,High
12/31/2025,491,1.7,Low
12/31/2025,492,3,Medium
12/31/2025,493,3.5,Medium
12/31/2025,494,4.1,Low
12/31/2025,495,3.3,Medium
12/31/2025,496,4.3,Medium
12/31/2025,497,3.3,High
12/31/2025,498,2.2,Medium
12/31/2025,499,2.9,Low
12/31/2025,500,2.6,Medium
12/31/2025,501,3.2,Medium
12/31/2025,502,1.5,Medium
12/31/2025,503,4.2,Medium
12/31/2025,504,3.7,High
12/31/2025,505,3.2,Low
12/31/2025,506,5,Medium
12/31/2025,507,4.6,Medium
12/31/2025,508,3.6,Medium
12/31/2025,509,3.2,Low
12/31/2025,510,3,Medium
12/31/2025,511,2.9,Medium
12/31/2025,512,2.6,Medium
12/31/2025,513,2.6,High
12/31/2025,514,3.1,Medium
12/31/2025,515,4,Medium
12/31/2025,516,3.1,Medium
12/31/2025,517,2.1,Low
12/31/2025,518,2.9,Medium
12/31/2025,519,2.4,Medium
12/31/2025,520,4.4,High
12/31/2025,521,1.6,Medium
12/31/2025,522,3.2,Medium
12/31/2025,523,2.3,Low
12/31/2025,524,3,Low
12/31/2025,525,3.2,Medium
12/31/2025,526,3.9,Medium
12/31/2025,527,2.8,Medium
12/31/2025,528,3.1,Low
12/31/2025,529,1.1,High
12/31/2025,530,4.2,High
12/31/2025,531,4.2,Medium
12/31/2025,532,4.9,Medium
12/31/2025,533,2.4,Medium
12/31/2025,534,4.9,Medium
12/31/2025,535,2.9,Medium
12/31/2025,536,4.4,Medium
12/31/2025,537,3.8,Medium
12/31/2025,538,2.8,Medium
12/31/2025,539,4.7,Low
12/31/2025,540,4.8,High
12/31/2025,541,4.3,Medium
12/31/2025,542,2.2,Low
12/31/2025,543,2.8,Medium
12/31/2025,544,3.7,Medium
12/31/2025,545,2.1,Medium
12/31/2025,546,3.1,Medium
12/31/2025,547,4,High
12/31/2025,548,3.1,Low
12/31/2025,549,3.3,Low
12/31/2025,550,1.6,High
12/31/2025,551,4,Medium
12/31/2025,552,3.5,High
12/31/2025,553,3.1,High
12/31/2025,554,4.4,Low
12/31/2025,555,3.3,Medium
12/31/2025,556,3.2,Low
12/31/2025,557,4.4,Medium
12/31/2025,558,3.5,Low
12/31/2025,559,2.3,High
12/31/2025,560,2.4,Low
12/31/2025,561,2.6,High
12/31/2025,562,4,Medium
12/31/2025,563,3.9,Medium
12/31/2025,564,3.3,Medium
12/31/2025,565,2.4,High
12/31/2025,566,2.9,Low
12/31/2025,567,4.3,Medium
12/31/2025,568,3.1,Medium
12/31/2025,569,3,Medium
12/31/2025,570,2.7,Low
12/31/2025,571,4,Medium
12/31/2025,572,2.6,Medium
12/31/2025,573,3.8,High
12/31/2025,574,2.8,Medium
12/31/2025,575,3.6,Medium
12/31/2025,576,3.4,Medium
12/31/2025,577,3.1,Medium
12/31/2025,578,2.9,High
12/31/2025,579,3.5,Medium
12/31/2025,580,3.4,Medium
12/31/2025,581,2.7,Low
12/31/2025,582,4.1,Medium
12/31/2025,583,3.9,Low
12/31/2025,584,2.4,Medium
12/31/2025,585,2.5,Low
12/31/2025,586,1.7,High
12/31/2025,587,3.8,Low
12/31/2025,588,2.9,Medium
12/31/2025,589,3.2,Low
12/31/2025,590,2.5,Medium
12/31/2025,591,3.2,Medium
12/31/2025,592,3.4,High
12/31/2025,593,2.1,Medium
12/31/2025,594,3.4,High
12/31/2025,595,3.4,Medium
12/31/2025,596,4.3,Medium
12/31/2025,597,3.5,High
12/31/2025,598,2.4,Medium
12/31/2025,599,2.5,Medium
12/31/2025,600,3.4,Medium
12/31/2025,601,2.9,Medium
12/31/2025,602,3.8,Medium
12/31/2025,603,2.1,High
12/31/2025,604,3.9,High
12/31/2025,605,3.3,High
12/31/2025,606,4.3,Low
12/31/2025,607,3.1,Medium
12/31/2025,608,2.5,Low
12/31/2025,609,2.4,High
12/31/2025,610,3.5,Medium
12/31/2025,611,2.2,Medium
12/31/2025,612,4.9,Low
12/31/2025,613,3.1,Low
12/31/2025,614,4.4,Medium
12/31/2025,615,1.9,Medium
12/31/2025,616,1.3,Low
12/31/2025,617,2.6,Medium
12/31/2025,618,3.5,High
12/31/2025,619,3.3,Medium
12/31/2025,620,2.7,Medium
12/31/2025,621,3.5,Medium
12/31/2025,622,3,Low
12/31/2025,623,2.3,Medium
12/31/2025,624,4.6,Low
12/31/2025,625,1.3,Low
12/31/2025,626,3.4,Low
12/31/2025,627,3.2,Medium
12/31/2025,628,3.3,Medium
12/31/2025,629,4,Medium
12/31/2025,630,2.4,High
12/31/2025,631,2.3,Medium
12/31/2025,632,4.1,Medium
12/31/2025,633,3.7,Medium
12/31/2025,634,4.4,Medium
12/31/2025,635,3,Medium
12/31/2025,636,3,Low
12/31/2025,637,4,Medium
12/31/2025,638,4.2,High
12/31/2025,639,2.3,Medium
12/31/2025,640,4.9,Low
12/31/2025,641,2.8,Medium
12/31/2025,642,3.4,Low
12/31/2025,643,3.7,Medium
12/31/2025,644,4.1,High
12/31/2025,645,3.8,Medium
12/31/2025,646,3.3,Medium
12/31/2025,647,3.8,Medium
12/31/2025,648,2.9,High
12/31/2025,649,2.8,Medium
12/31/2025,650,3.2,Medium
12/31/2025,651,4.2,High
12/31/2025,652,3.7,Low
12/31/2025,653,2.9,Medium
12/31/2025,654,3.1,Medium
12/31/2025,655,4,High
12/31/2025,656,3.4,Medium
12/31/2025,657,3.3,Low
12/31/2025,658,3.3,Low
12/31/2025,659,2.3,Low
12/31/2025,660,1.8,High
12/31/2025,661,4.1,Low
12/31/2025,662,3.2,Low
12/31/2025,663,3.4,Medium
12/31/2025,664,2.9,High
12/31/2025,665,4.4,Low
12/31/2025,666,2.8,Medium
12/31/2025,667,3,Medium
12/31/2025,668,4.1,High
12/31/2025,669,1.2,High
12/31/2025,670,2.8,Medium
12/31/2025,671,3.4,Medium
12/31/2025,672,2.2,Medium
12/31/2025,673,2.5,High
12/31/2025,674,2,Medium
12/31/2025,675,3.3,Medium
12/31/2025,676,3.3,Low
12/31/2025,677,3.4,Medium
12/31/2025,678,3,High
12/31/2025,679,3.1,Medium
12/31/2025,680,2.7,Low
12/31/2025,681,2.9,Low
12/31/2025,682,2.2,Medium
12/31/2025,683,3.5,High
12/31/2025,684,3.8,Medium
12/31/2025,685,3.1,Medium
12/31/2025,686,3.1,Low
12/31/2025,687,3.3,Medium
12/31/2025,688,4.4,High
12/31/2025,689,3.1,Medium
12/31/2025,690,3.2,High
12/31/2025,691,5,High
12/31/2025,692,3,Medium
12/31/2025,693,3.5,Medium
12/31/2025,694,3.4,Medium
12/31/2025,695,2.9,Medium
12/31/2025,696,3.5,Medium
12/31/2025,697,2.1,Medium
12/31/2025,698,3.1,High
12/31/2025,699,2.5,High
12/31/2025,700,3.6,Medium
12/31/2025,701,2,Medium
12/31/2025,702,3.7,Low
12/31/2025,703,1.2,Low
12/31/2025,704,3.5,Low
12/31/2025,705,2.4,Low
12/31/2025,706,2.7,Low
12/31/2025,707,3,High
12/31/2025,708,4.4,Medium
12/31/2025,709,2.4,Medium
12/31/2025,710,3.2,High
12/31/2025,711,4.2,Medium
12/31/2025,712,3.2,Medium
12/31/2025,713,3.6,Medium
12/31/2025,714,4,Medium
12/31/2025,715,2.7,Medium
12/31/2025,716,2.8,High
12/31/2025,717,2.4,Low
12/31/2025,718,4.2,Low
12/31/2025,719,4.6,Medium
12/31/2025,720,2.1,High
12/31/2025,721,3.4,High
12/31/2025,722,2.7,Medium
12/31/2025,723,2.8,Medium
12/31/2025,724,3.7,Medium
12/31/2025,725,3.2,Medium
12/31/2025,726,3.6,High
12/31/2025,727,4.6,Medium
12/31/2025,728,3.5,Medium
12/31/2025,729,3.7,Medium
12/31/2025,730,4,Medium
12/31/2025,731,2.6,Medium
12/31/2025,732,3.8,Low
12/31/2025,733,2.7,High
12/31/2025,734,2.2,Medium
12/31/2025,735,3.5,Medium
12/31/2025,736,2.3,Low
12/31/2025,737,2.1,High
12/31/2025,738,3.2,Medium
12/31/2025,739,3.1,Medium
12/31/2025,740,4.3,Medium
12/31/2025,741,2.3,Medium
12/31/2025,742,3.5,Medium
12/31/2025,743,2.6,Low
12/31/2025,744,2,Medium
12/31/2025,745,1.6,Medium
12/31/2025,746,2.3,Low
12/31/2025,747,2.3,Medium
12/31/2025,748,1.7,Medium
12/31/2025,749,3.9,Medium
12/31/2025,750,4.1,Medium
12/31/2025,751,1,Medium
12/31/2025,752,2.6,Low
12/31/2025,753,2.9,Medium
12/31/2025,754,3,Low
12/31/2025,755,4,Medium
12/31/2025,756,4,Low
12/31/2025,757,3.4,Low
12/31/2025,758,3.4,Low
12/31/2025,759,2.8,Medium
12/31/2025,760,1.6,High
12/31/2025,761,3,Low
12/31/2025,762,4.2,Low
12/31/2025,763,2.7,Medium
12/31/2025,764,2.9,Medium
12/31/2025,765,3.8,Low
12/31/2025,766,2.9,Medium
12/31/2025,767,3,High
12/31/2025,768,3.8,Medium
12/31/2025,769,1.6,Medium
12/31/2025,770,2.3,Low
12/31/2025,771,4.7,Medium
12/31/2025,772,3.8,Medium
12/31/2025,773,3.9,Medium
12/31/2025,774,3.4,High
12/31/2025,775,3.5,High
12/31/2025,776,2.7,High
12/31/2025,777,4.9,High
12/31/2025,778,3,Low
12/31/2025,779,4,Low
12/31/2025,780,2.8,Medium
12/31/2025,781,2.7,Medium
12/31/2025,782,3.2,Medium
12/31/2025,783,3.4,Medium
12/31/2025,784,4.2,Low
12/31/2025,785,5,Low
12/31/2025,786,2.4,High
12/31/2025,787,3.7,High
12/31/2025,788,3.3,Low
12/31/2025,789,1.8,High
12/31/2025,790,4.4,Low
12/31/2025,791,2.9,Low
12/31/2025,792,2.8,High
12/31/2025,793,4.4,Low
12/31/2025,794,3.1,High
12/31/2025,795,4.1,High
12/31/2025,796,3,High
12/31/2025,797,3.6,Low
12/31/2025,798,3.1,High
12/31/2025,799,2.6,Medium
12/31/2025,800,3.6,Medium
12/31/2025,801,3.8,High
12/31/2025,802,3.2,Medium
12/31/2025,803,1.6,Low
12/31/2025,804,2.3,Medium
12/31/2025,805,2.8,Low
12/31/2025,806,4.3,Medium
12/31/2025,807,3.2,High
12/31/2025,808,4.3,Medium
12/31/2025,809,4,Medium
12/31/2025,810,2.8,High
12/31/2025,811,3.4,Medium
12/31/2025,812,3.8,Low
12/31/2025,813,2.6,Medium
12/31/2025,814,3.8,Low
12/31/2025,815,3.7,Medium
12/31/2025,816,2.6,Medium
12/31/2025,817,3.6,Low
12/31/2025,818,3.1,Medium
12/31/2025,819,2.1,Low
12/31/2025,820,2.8,Medium
12/31/2025,821,2.8,Medium
12/31/2025,822,4.5,Medium
12/31/2025,823,2.3,Medium
12/31/2025,824,2.7,Low
12/31/2025,825,3.5,High
12/31/2025,826,3.2,Medium
12/31/2025,827,3,High
12/31/2025,828,3,Medium
12/31/2025,829,3.9,Medium
12/31/2025,830,2.6,High
12/31/2025,831,2.4,Medium
12/31/2025,832,1.6,Low
12/31/2025,833,2.8,Low
12/31/2025,834,2.2,Medium
12/31/2025,835,2.9,Low
12/31/2025,836,1.8,Medium
12/31/2025,837,2.9,Low
12/31/2025,838,3.4,Medium
12/31/2025,839,3.2,High
12/31/2025,840,3.7,High
12/31/2025,841,4.1,Low
12/31/2025,842,3.4,Medium
12/31/2025,843,3.2,High
12/31/2025,844,3.5,Medium
12/31/2025,845,3.4,Medium
12/31/2025,846,3.8,High
12/31/2025,847,3.2,High
12/31/2025,848,2.2,Low
12/31/2025,849,4.1,High
12/31/2025,850,1.9,Low
12/31/2025,851,3.8,High
12/31/2025,852,3.5,Medium
12/31/2025,853,3.5,Medium
12/31/2025,854,3.3,Medium
12/31/2025,855,5,High
12/31/2025,856,2.6,Medium
12/31/2025,857,3.1,Medium
12/31/2025,858,4.2,Medium
12/31/2025,859,3.6,Medium
12/31/2025,860,3.6,Medium
12/31/2025,861,4.2,Medium
12/31/2025,862,4.3,Medium
12/31/2025,863,3.8,High
12/31/2025,864,4.8,Low
12/31/2025,865,3.6,Medium
12/31/2025,866,3.8,Low
12/31/2025,867,4,Medium
12/31/2025,868,4.3,Medium
12/31/2025,869,2.5,Medium
12/31/2025,870,2.2,Medium
12/31/2025,871,2.3,Low
12/31/2025,872,2.8,Medium
12/31/2025,873,4,High
12/31/2025,874,5,High
12/31/2025,875,3,High
12/31/2025,876,3.1,High
12/31/2025,877,2.2,Medium
12/31/2025,878,2.3,Low
12/31/2025,879,2.8,Medium
12/31/2025,880,2.6,Low
12/31/2025,881,3.8,High
12/31/2025,882,2.2,High
12/31/2025,883,2.3,Medium
12/31/2025,884,3.4,High
12/31/2025,885,3,Low
12/31/2025,886,3,Medium
12/31/2025,887,4,High
12/31/2025,888,3,Medium
12/31/2025,889,3.2,Low
12/31/2025,890,2.8,High
12/31/2025,891,3.1,Medium
12/31/2025,892,3.9,Medium
12/31/2025,893,2.9,Medium
12/31/2025,894,3.3,Medium
12/31/2025,895,2.9,Medium
12/31/2025,896,1.6,Medium
12/31/2025,897,2.6,Medium
12/31/2025,898,2.8,Medium
12/31/2025,899,3.2,High
12/31/2025,900,3.7,Medium
12/31/2025,901,3,High
12/31/2025,902,2.9,Medium
12/31/2025,903,3.4,Medium
12/31/2025,904,3.2,Medium
12/31/2025,905,2.2,High
12/31/2025,906,4.3,High
12/31/2025,907,2.9,High
12/31/2025,908,3.2,Medium
12/31/2025,909,2,Medium
12/31/2025,910,4.1,Medium
12/31/2025,911,2.8,Medium
12/31/2025,912,4.4,Low
12/31/2025,913,3.1,Medium
12/31/2025,914,3.6,Medium
12/31/2025,915,2.9,Medium
12/31/2025,916,2.2,Medium
12/31/2025,917,3.5,Medium
12/31/2025,918,3.5,Medium
12/31/2025,919,1.5,Medium
12/31/2025,920,2.2,Low
12/31/2025,921,4,Medium
12/31/2025,922,2.8,Medium
12/31/2025,923,3.7,Medium
12/31/2025,924,4.9,Low
12/31/2025,925,3.5,Medium
12/31/2025,926,3.2,High
12/31/2025,927,2.6,Medium
12/31/2025,928,3.4,Medium
12/31/2025,929,3.5,Low
12/31/2025,930,3.2,High
12/31/2025,931,3.8,Medium
12/31/2025,932,2.3,Medium
12/31/2025,933,3.3,Medium
12/31/2025,934,3.2,Medium
12/31/2025,935,2.7,Medium
12/31/2025,936,3.5,Low
12/31/2025,937,2.2,Medium
